ticker,uniscoreavg,bachelors,masters,mba,phd,internal_promotion,tenure,founder,is_co_ceo,female_pct,diversity_board,shannon,spindex,num_committees,dirs,over75_pct,num_meetings,avg_meetings,roapredicted
DAR,27.955555555555556,True,False,False,False,False,21.0,False,False,0.3,False,0.639031859650177,S&P 400,5.0,23.0,1.0,10.0,2.0,Moderate Decrease
DBI,31.385714285714283,True,False,False,False,True,1.0,False,False,0.3636363636363636,False,0.6001660731596457,S&P 600,5.0,15.0,0.0,11.0,2.2,Slight Increase
DBX,93.76428571428572,True,False,False,False,False,6.0,False,False,0.375,False,0.9002560512685369,S&P 400,4.0,12.0,1.0,8.0,2.0,Moderate Decrease
DCI,42.93809523809524,True,False,True,False,True,7.0,False,False,0.3,False,0.9404479886553264,S&P 400,5.0,28.0,1.0,10.0,2.0,Moderate Increase
DCOM,35.65,True,False,False,False,True,1.0,False,False,0.1666666666666666,False,0.2868359830561607,S&P 600,3.0,17.0,1.0,12.0,4.0,Slight Decrease
DD,51.98333333333333,True,False,False,False,True,2.0,False,False,0.3333333333333333,True,0.5660857389596289,S&P 500,12.0,50.0,1.0,12.0,1.0,Slight Decrease
DDD,50.15,True,True,False,True,False,4.0,False,False,0.2,True,1.0888999753452238,S&P 600,11.0,20.0,1.0,10.0,0.9090909090909092,Slight Decrease
DE,57.3,True,False,True,True,False,3.0,False,False,0.3636363636363636,False,0.4741393130578373,S&P 500,9.0,39.0,1.0,11.0,1.2222222222222223,Stable
DECK,81.08571428571429,True,False,False,False,True,8.0,False,False,0.4,True,1.3592367006650063,S&P 400,8.0,21.0,1.0,10.0,1.25,Moderate Decrease
DEI,53.14285714285714,True,False,True,False,False,18.0,False,False,0.2727272727272727,False,1.1595888143086257,S&P 600,3.0,14.0,1.0,11.0,3.6666666666666665,Moderate Increase
DFIN,75.05357142857143,True,False,True,False,False,8.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 600,3.0,10.0,1.0,9.0,3.0,Slight Decrease
DFS,84.275,True,False,True,False,False,0.0,False,False,0.3333333333333333,False,0.8239592165010823,S&P 500,10.0,33.0,1.0,12.0,1.2,Stable
DG,60.278571428571425,True,False,True,False,True,1.0,False,False,0.3333333333333333,False,0.8486855577264172,S&P 500,10.0,27.0,1.0,9.0,0.9,Slight Decrease
DGII,81.08571428571429,True,False,False,False,False,10.0,False,False,0.1666666666666666,False,0.8675632284814612,S&P 600,5.0,13.0,1.0,6.0,1.2,Moderate Decrease
DGX,90.20714285714286,True,True,False,False,True,1.0,False,False,0.4,False,0.9404479886553264,S&P 500,9.0,26.0,1.0,10.0,1.1111111111111112,Stable
DHR,61.21785714285714,True,True,False,False,True,4.0,False,False,0.2857142857142857,False,0.8953326659680909,S&P 500,8.0,21.0,1.0,14.0,1.75,Slight Decrease
DIN,81.33571428571429,True,False,True,False,False,3.0,False,False,0.4,False,0.3250829733914482,S&P 600,6.0,19.0,1.0,10.0,1.6666666666666667,Moderate Decrease
DINO,73.55384615384615,True,False,False,False,True,1.0,False,False,0.1666666666666666,False,0.9830877585747856,S&P 400,10.0,29.0,1.0,12.0,1.2,Stable
DIOD,29.68703703703704,True,True,False,True,True,0.0,False,False,0.4285714285714285,False,0.6829081047004717,S&P 600,8.0,16.0,1.0,7.0,0.875,Slight Decrease
DIS,16.2,True,False,False,False,True,2.0,False,False,0.4545454545454545,False,1.294545165844896,S&P 500,7.0,39.0,1.0,11.0,1.5714285714285714,Stable
DLB,38.33055555555555,True,True,False,False,True,15.0,False,False,0.3333333333333333,False,1.1490596969706202,S&P 400,7.0,15.0,1.0,9.0,1.2857142857142858,Slight Decrease
DLTR,25.5,True,False,False,False,True,1.0,False,False,0.4,True,0.639031859650177,S&P 500,8.0,27.0,1.0,10.0,1.25,Slight Decrease
DLX,77.42857142857143,True,False,True,False,False,6.0,False,False,0.2222222222222222,False,0.8486855577264172,S&P 600,8.0,22.0,1.0,9.0,1.125,Stable
DOC,60.11428571428572,True,False,True,False,True,2.0,False,False,0.2222222222222222,False,0.5297061990576545,S&P 400,15.0,48.0,1.0,9.0,0.6,Slight Decrease
DOCS,51.26346153846154,True,False,True,False,False,3.0,False,False,0.5,False,0.8675632284814612,S&P 400,3.0,6.0,1.0,6.0,2.0,Moderate Decrease
DORM,34.8,True,False,False,False,True,5.0,False,False,0.25,False,0.3767701612564367,S&P 600,5.0,13.0,1.0,8.0,1.6,Moderate Decrease
DOV,49.05357142857142,True,False,True,False,True,0.0,False,False,0.2222222222222222,False,0.0,S&P 500,5.0,26.0,1.0,9.0,1.8,Slight Decrease
DOW,46.21111111111111,True,False,False,False,True,1.0,False,False,0.3333333333333333,False,0.8239592165010823,S&P 500,13.0,42.0,1.0,12.0,0.9230769230769232,Stable
DPZ,80.12857142857143,True,False,True,False,True,2.0,False,False,0.3333333333333333,True,0.6837389058487535,S&P 500,5.0,12.0,1.0,9.0,1.8,Moderate Increase
DRH,47.81150793650794,True,False,False,True,True,5.0,False,False,0.25,False,0.7356219397587946,S&P 600,3.0,10.0,1.0,8.0,2.6666666666666665,Moderate Decrease
DRI,33.824999999999996,True,False,True,False,True,2.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 500,6.0,33.0,1.0,9.0,1.5,Slight Decrease
DRQ,60.05128205128205,True,True,False,True,False,30.0,False,True,0.2857142857142857,False,0.410116318288409,S&P 600,4.0,11.0,1.0,7.0,1.75,Slight Decrease
DT,94.35,True,False,True,False,False,3.0,False,False,0.25,False,0.0,S&P 400,4.0,11.0,1.0,8.0,2.0,Moderate Decrease
DTE,32.36875,True,False,False,False,True,2.0,False,False,0.2,False,0.5004024235381879,S&P 500,9.0,28.0,1.0,10.0,1.1111111111111112,Stable
DTM,32.36875,True,False,True,False,False,3.0,False,False,0.2857142857142857,False,0.5982695885852573,S&P 400,5.0,6.0,1.0,7.0,1.4,Slight Decrease
DUK,16.883333333333336,True,False,False,False,True,8.0,False,False,0.3571428571428571,False,0.410116318288409,S&P 500,10.0,40.0,1.0,14.0,1.4,Stable
DV,42.03192307692307,True,False,True,False,False,3.0,False,False,0.5,False,0.9404479886553264,S&P 600,5.0,18.0,1.0,10.0,2.0,Moderate Decrease
DVA,57.67380952380952,True,False,True,False,True,5.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 500,7.0,27.0,1.0,9.0,1.2857142857142858,Slight Decrease
DVAX,70.83571428571429,True,False,False,False,True,5.0,False,False,0.3,False,0.3250829733914482,S&P 600,4.0,17.0,1.0,10.0,2.5,Moderate Decrease
DVN,32.861111111111114,True,False,False,False,False,3.0,False,False,0.3636363636363636,False,0.3046360973492381,S&P 500,9.0,31.0,1.0,11.0,1.2222222222222223,Stable
DXC,60.17857142857143,True,False,False,False,True,1.0,False,False,0.2727272727272727,False,1.1685184057430875,S&P 600,7.0,43.0,1.0,11.0,1.5714285714285714,Moderate Decrease
DXCM,22.100000000000005,True,False,False,False,True,6.0,False,False,0.3,False,0.3250829733914482,S&P 500,4.0,20.0,1.0,10.0,2.5,Slight Decrease
EAT,86.33571428571429,True,False,False,False,False,2.0,False,False,0.4444444444444444,False,0.6837389058487535,S&P 600,6.0,34.0,1.0,9.0,1.5,Moderate Decrease
EBAY,61.464285714285715,True,False,True,False,True,4.0,False,False,0.4444444444444444,False,0.936888307539016,S&P 500,6.0,27.0,1.0,9.0,1.5,Moderate Decrease
EBS,53.0989417989418,True,False,True,False,False,0.0,False,False,0.2222222222222222,False,0.8486855577264172,S&P 600,8.0,19.0,1.0,9.0,1.125,Stable
ECL,30.450000000000003,True,False,False,False,True,2.0,False,False,0.3846153846153846,False,0.4293230219306162,S&P 500,6.0,37.0,1.0,13.0,2.1666666666666665,Stable
ECPG,48.503756613756615,True,True,True,False,True,7.0,False,False,0.3333333333333333,False,0.8486855577264172,S&P 600,8.0,28.0,1.0,9.0,1.125,Stable
ED,46.267857142857146,True,False,True,False,True,2.0,False,False,0.3636363636363636,True,0.8599672810355049,S&P 500,13.0,29.0,1.0,11.0,0.8461538461538461,Slight Decrease
EEFT,38.33055555555555,True,True,False,False,False,3.0,False,False,0.25,False,0.3767701612564367,S&P 400,4.0,12.0,1.0,8.0,2.0,Slight Decrease
EFC,59.160714285714285,True,True,False,False,False,14.0,False,False,0.2,False,0.9502705392332348,S&P 600,3.0,5.0,1.0,5.0,1.6666666666666667,Moderate Increase
EFX,35.449999999999996,True,False,False,False,True,5.0,False,False,0.4,False,0.3250829733914482,S&P 500,12.0,55.0,1.0,10.0,0.8333333333333334,Stable
EGHT,46.08214285714286,True,True,True,False,True,1.0,False,False,0.4285714285714285,False,0.796311640173813,S&P 600,7.0,13.0,1.0,7.0,1.0,Moderate Increase
EGRX,23.325000000000003,True,False,True,False,False,4.0,False,False,0.2857142857142857,False,0.9556998911125344,S&P 600,5.0,12.0,1.0,7.0,1.4,Slight Decrease
EHAB,41.06388888888889,True,False,False,False,False,2.0,False,False,0.3846153846153846,False,0.5402041423888608,S&P 600,5.0,12.0,1.0,13.0,2.6,Slight Decrease
EHC,38.67261904761905,True,False,True,False,True,8.0,False,False,0.3636363636363636,False,0.4741393130578373,S&P 400,7.0,19.0,1.0,11.0,1.5714285714285714,Slight Decrease
EIG,48.55,True,False,False,False,True,3.0,False,False,0.3333333333333333,False,1.002718264517516,S&P 600,13.0,19.0,1.0,9.0,0.6923076923076923,Stable
EIX,65.84285714285714,True,False,True,False,True,0.0,False,False,0.4545454545454545,False,1.0335620542068176,S&P 500,11.0,34.0,1.0,11.0,1.0,Stable
EL,30.450000000000003,True,False,False,False,True,15.0,False,False,0.4,False,0.7647544195674196,S&P 500,5.0,19.0,1.0,15.0,3.0,Moderate Decrease
ELF,82.21428571428571,True,False,True,False,False,3.0,False,False,0.6666666666666666,False,1.002718264517516,S&P 600,3.0,18.0,1.0,9.0,3.0,Moderate Increase
ELV,72.63571428571429,True,False,True,False,True,7.0,False,False,0.4545454545454545,False,1.0335620542068176,S&P 500,9.0,37.0,1.0,11.0,1.2222222222222223,Slight Decrease
EMBC,26.767708333333335,True,True,True,True,False,2.0,False,False,0.3333333333333333,False,0.8486855577264172,S&P 600,4.0,7.0,1.0,9.0,2.25,Significant Decrease
EME,54.84404761904762,True,False,True,False,True,6.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 400,4.0,19.0,1.0,9.0,2.25,Moderate Decrease
EMN,91.94642857142858,True,False,True,False,True,10.0,False,False,0.3333333333333333,True,0.7214636866925115,S&P 500,8.0,29.0,1.0,12.0,1.5,Moderate Increase
EMR,77.31428571428572,True,True,False,False,True,1.0,False,True,0.2727272727272727,True,0.6001660731596457,S&P 500,9.0,37.0,1.0,11.0,1.2222222222222223,Slight Decrease
ENOV,60.98293650793651,True,False,True,False,False,1.0,False,False,0.4,False,0.9404479886553264,S&P 400,4.0,15.0,1.0,10.0,2.5,Moderate Increase
ENPH,48.277142857142856,True,True,False,False,True,7.0,False,False,0.1428571428571428,False,0.410116318288409,S&P 500,3.0,11.0,1.0,7.0,2.3333333333333335,Slight Decrease
ENR,46.058928571428574,True,False,False,True,True,3.0,False,False,0.3,False,0.8018185525433373,S&P 600,6.0,16.0,1.0,10.0,1.6666666666666667,Stable
ENS,37.00192307692308,True,False,True,False,True,8.0,False,False,0.1818181818181818,False,0.7595473914748635,S&P 400,4.0,18.0,1.0,11.0,2.75,Slight Decrease
ENSG,26.275,True,False,True,False,True,5.0,False,False,0.375,False,0.7356219397587946,S&P 600,5.0,17.0,1.0,8.0,1.6,Moderate Increase
ENTA,81.82142857142858,True,False,False,True,False,11.0,False,False,0.2857142857142857,False,0.796311640173813,S&P 600,3.0,13.0,1.0,7.0,2.3333333333333335,Moderate Decrease
ENV,43.38303571428571,True,True,False,False,True,4.0,False,False,0.5555555555555556,False,0.8486855577264172,S&P 600,8.0,28.0,1.0,9.0,1.125,Stable
ENVA,77.42857142857143,True,True,False,True,False,10.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 600,3.0,9.0,1.0,9.0,3.0,Slight Decrease
EOG,35.351430976430976,True,True,True,False,True,1.0,False,False,0.3333333333333333,True,0.3488320958430319,S&P 500,10.0,23.0,1.0,9.0,0.9,Stable
EPAC,86.33571428571429,True,False,True,False,False,3.0,False,False,0.2222222222222222,True,0.3488320958430319,S&P 600,6.0,22.0,1.0,9.0,1.5,Slight Decrease
EPAM,24.9375,False,True,False,False,False,12.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 500,3.0,11.0,1.0,9.0,3.0,Moderate Decrease
EPC,34.925,True,False,True,False,True,5.0,False,False,0.2,False,0.9404479886553264,S&P 600,8.0,27.0,1.0,10.0,1.25,Slight Decrease
EQH,30.450000000000003,False,True,False,False,False,6.0,False,False,0.3333333333333333,False,0.936888307539016,S&P 400,5.0,13.0,1.0,9.0,1.8,Moderate Decrease
EQIX,48.55,True,False,False,False,False,5.0,False,False,0.3636363636363636,False,0.8855741515766717,S&P 500,10.0,22.0,0.0,11.0,1.1,Stable
EQT,35.65,True,False,False,False,False,5.0,False,False,0.5454545454545454,False,0.3046360973492381,S&P 500,8.0,38.0,1.0,11.0,1.375,Slight Decrease
ES,48.55,True,False,False,False,True,2.0,False,False,0.3636363636363636,False,0.8599672810355049,S&P 500,13.0,47.0,1.0,11.0,0.8461538461538461,Stable
ESAB,43.50099206349206,True,False,True,False,False,2.0,False,False,0.3,False,0.8018185525433373,S&P 400,3.0,7.0,1.0,10.0,3.3333333333333335,Moderate Increase
ESE,37.785714285714285,True,False,True,False,True,1.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 600,5.0,16.0,1.0,9.0,1.8,Slight Decrease
ETD,56.605357142857144,True,False,True,False,True,36.0,False,False,0.5,True,0.8675632284814612,S&P 600,4.0,19.0,1.0,6.0,1.5,Moderate Decrease
ETN,24.1875,True,False,True,False,True,8.0,False,False,0.3,False,0.8979457248567798,S&P 500,7.0,27.0,1.0,10.0,1.4285714285714286,Slight Decrease
ETR,55.56428571428572,True,False,False,False,True,2.0,False,False,0.3333333333333333,False,0.4505612088663046,S&P 500,10.0,37.0,1.0,12.0,1.2,Stable
ETRN,30.725,True,False,False,False,True,0.0,False,False,0.375,True,0.3767701612564367,S&P 400,6.0,9.0,1.0,8.0,1.3333333333333333,Moderate Increase
ETSY,49.503571428571426,True,False,True,False,True,7.0,False,False,0.4444444444444444,False,0.5297061990576545,S&P 500,4.0,12.0,1.0,9.0,2.25,Moderate Decrease
EVR,44.26746031746032,True,True,False,False,False,2.0,False,True,0.3636363636363636,False,0.3046360973492381,S&P 400,6.0,21.0,1.0,11.0,1.8333333333333333,Slight Decrease
EVRG,71.77407407407408,True,True,False,True,False,3.0,False,False,0.3636363636363636,True,0.3046360973492381,S&P 500,10.0,22.0,1.0,11.0,1.1,Slight Decrease
EVTC,69.00714285714287,True,False,True,False,True,9.0,False,False,0.2222222222222222,False,0.6869615765973234,S&P 600,4.0,14.0,1.0,9.0,2.25,Moderate Increase
EW,45.45952380952381,True,True,False,False,True,4.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 500,5.0,26.0,1.0,9.0,1.8,Moderate Increase
EWBC,33.949999999999996,True,True,False,False,False,15.0,False,False,0.3,False,1.5047882836811908,S&P 400,8.0,22.0,1.0,10.0,1.25,Slight Decrease
EXC,69.53846153846155,True,False,False,True,False,2.0,False,True,0.375,False,0.6931471805599453,S&P 500,15.0,42.0,1.0,8.0,0.5333333333333333,Moderate Decrease
EXEL,80.51071428571429,True,False,False,True,True,14.0,False,False,0.2727272727272727,False,0.7595473914748635,S&P 400,5.0,21.0,1.0,11.0,2.2,Stable
EXLS,29.59,True,False,True,False,True,4.0,False,False,0.2857142857142857,False,0.6829081047004717,S&P 400,4.0,18.0,1.0,7.0,1.75,Moderate Increase
EXP,40.332142857142856,True,True,True,False,True,5.0,False,False,0.2,True,0.3250829733914482,S&P 400,8.0,19.0,1.0,10.0,1.25,Slight Decrease
EXPD,34.925,False,True,False,False,True,10.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 500,4.0,15.0,1.0,9.0,2.25,Moderate Decrease
EXPE,86.33571428571429,True,False,False,False,True,4.0,False,False,0.4166666666666667,False,1.234267866079077,S&P 500,6.0,17.0,1.0,12.0,2.0,Stable
EXPI,38.63333333333333,True,False,False,False,False,5.0,False,False,0.2857142857142857,False,0.0,S&P 600,7.0,10.0,1.0,7.0,1.0,Significant Decrease
EXPO,91.28809523809524,True,True,False,True,True,6.0,False,False,0.6666666666666666,False,0.4505612088663046,S&P 400,4.0,13.0,1.0,6.0,1.5,Slight Decrease
EXR,90.375,True,False,False,True,True,7.0,False,False,0.3,False,0.639031859650177,S&P 500,4.0,13.0,1.0,10.0,2.5,Stable
EXTR,62.44285714285715,True,False,True,False,True,0.0,False,False,0.2857142857142857,False,0.410116318288409,S&P 600,8.0,19.0,1.0,7.0,0.875,Slight Decrease
EYE,94.02142857142856,True,False,False,False,False,7.0,False,False,0.4444444444444444,False,0.6837389058487535,S&P 600,7.0,22.0,1.0,9.0,1.2857142857142858,Slight Decrease
F,71.20714285714286,True,False,True,False,True,2.0,False,False,0.2857142857142857,True,0.509137344082687,S&P 500,14.0,41.0,1.0,14.0,1.0,Slight Decrease
FAF,71.37380952380953,True,False,True,True,True,2.0,False,False,0.3,False,0.3250829733914482,S&P 400,5.0,27.0,1.0,10.0,2.0,Stable
FANG,41.875,True,True,False,False,False,5.0,False,False,0.3333333333333333,True,1.002718264517516,S&P 500,5.0,8.0,1.0,9.0,1.8,Moderate Increase
FARO,67.45370370370371,True,True,False,True,False,0.0,False,True,0.375,True,0.9002560512685369,S&P 600,8.0,19.0,1.0,8.0,1.0,Slight Decrease
FAST,67.0,True,False,False,False,True,8.0,False,False,0.3,False,0.3250829733914482,S&P 500,6.0,17.0,1.0,10.0,1.6666666666666667,Slight Decrease
FBK,30.700000000000003,True,True,False,False,False,8.0,False,False,0.2727272727272727,False,0.6001660731596457,S&P 600,5.0,16.0,1.0,11.0,2.2,Slight Decrease
FBNC,60.09203296703296,True,False,False,False,True,6.0,False,False,0.25,False,0.2337916587064593,S&P 600,7.0,36.0,1.0,16.0,2.2857142857142856,Stable
FBP,26.02,True,False,False,False,True,15.0,False,False,0.3333333333333333,False,0.6365141682948128,S&P 600,13.0,31.0,1.0,9.0,0.6923076923076923,Stable
FCF,34.75535714285714,True,False,True,False,True,0.0,False,False,0.2666666666666666,False,0.2449300267946353,S&P 600,6.0,33.0,1.0,15.0,2.5,Stable
FCFS,30.450000000000003,False,True,False,False,True,6.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 400,3.0,12.0,1.0,9.0,3.0,Moderate Increase
FCN,47.37738095238095,True,False,False,True,False,10.0,False,False,0.3333333333333333,False,0.8486855577264172,S&P 400,4.0,19.0,1.0,9.0,2.25,Moderate Decrease
FCX,45.42142857142857,True,True,True,False,True,1.0,False,False,0.4166666666666667,False,0.5660857389596289,S&P 500,9.0,32.0,1.0,12.0,1.3333333333333333,Stable
FDS,50.25714285714287,True,True,False,False,True,9.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 500,5.0,18.0,1.0,9.0,1.8,Slight Decrease
FDX,47.831282051282045,True,True,True,False,True,2.0,False,False,0.3076923076923077,False,0.6870920273799715,S&P 500,9.0,33.0,1.0,13.0,1.4444444444444444,Stable
FE,68.89285714285714,True,False,True,False,False,1.0,False,False,0.2727272727272727,True,0.6554817739013927,S&P 500,12.0,61.0,1.0,11.0,0.9166666666666666,Slight Decrease
FELE,67.86904761904762,True,True,True,False,True,9.0,False,False,0.25,False,0.5623351446188083,S&P 600,4.0,18.0,1.0,9.0,2.25,Slight Decrease
FF,36.894444444444446,True,False,False,False,True,1.0,False,False,0.1111111111111111,False,0.5297061990576545,S&P 600,6.0,19.0,1.0,9.0,1.5,Slight Decrease
FFBC,28.58425925925926,True,True,True,False,False,6.0,False,False,0.3333333333333333,True,0.4505612088663046,S&P 600,14.0,31.0,1.0,12.0,0.8571428571428571,Stable
FFIN,29.48888888888889,True,False,False,False,True,16.0,False,False,0.1818181818181818,False,0.8855741515766717,S&P 400,9.0,26.0,1.0,11.0,1.2222222222222223,Slight Decrease
FFIV,55.50625,True,True,True,False,False,7.0,False,False,0.2727272727272727,False,1.0335620542068176,S&P 500,6.0,23.0,1.0,11.0,1.8333333333333333,Slight Decrease
FHB,69.78941798941798,True,False,True,True,False,3.0,False,False,0.3333333333333333,False,0.936888307539016,S&P 600,4.0,16.0,1.0,9.0,2.25,Stable
FHN,33.05,True,True,False,False,True,12.0,False,False,0.2857142857142857,False,0.8953326659680909,S&P 400,9.0,40.0,1.0,14.0,1.5555555555555556,Slight Decrease
FI,54.63452380952381,True,False,False,True,True,2.0,False,False,0.25,False,1.073542846408523,S&P 500,7.0,25.0,1.0,8.0,1.1428571428571428,Moderate Decrease
FICO,51.060317460317464,True,False,False,True,True,12.0,False,False,0.375,False,0.7356219397587946,S&P 500,6.0,27.0,1.0,8.0,1.3333333333333333,Stable
FIS,23.66666666666667,True,True,False,False,True,2.0,False,False,0.3333333333333333,True,0.5660857389596289,S&P 500,11.0,39.0,1.0,12.0,1.0909090909090908,Stable
FITB,16.883333333333336,True,False,False,False,True,0.0,False,False,0.2857142857142857,False,0.509137344082687,S&P 500,12.0,39.0,1.0,14.0,1.1666666666666667,Stable
FIVE,64.83571428571429,True,False,True,False,True,9.0,False,False,0.2727272727272727,False,0.8855741515766717,S&P 400,4.0,16.0,1.0,11.0,2.75,Moderate Increase
FIX,52.533928571428575,True,False,True,False,True,13.0,False,False,0.2222222222222222,True,0.6837389058487535,S&P 400,7.0,17.0,1.0,9.0,1.2857142857142858,Moderate Increase
FL,44.75384615384615,True,False,False,False,False,2.0,False,False,0.5,False,0.8018185525433373,S&P 600,10.0,29.0,1.0,10.0,1.0,Stable
FLGT,65.84285714285714,True,True,False,False,False,2.0,False,False,0.5,False,0.6931471805599453,S&P 600,4.0,7.0,1.0,4.0,1.0,Significant Decrease
FLO,43.93333333333333,True,False,True,True,True,1.0,False,False,0.1818181818181818,False,0.4741393130578373,S&P 400,6.0,22.0,1.0,11.0,1.8333333333333333,Stable
FLR,51.13392857142858,True,True,False,False,True,1.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 400,7.0,34.0,1.0,9.0,1.2857142857142858,Moderate Increase
FLS,54.84404761904762,True,False,True,False,False,7.0,False,False,0.2727272727272727,False,0.6001660731596457,S&P 400,9.0,26.0,1.0,11.0,1.2222222222222223,Stable
FN,46.08227513227513,True,True,True,False,True,2.0,False,False,0.2857142857142857,False,0.410116318288409,S&P 600,5.0,18.0,1.0,7.0,1.4,Slight Decrease
FNB,30.450000000000003,True,False,False,False,True,7.0,False,False,0.2727272727272727,False,0.3046360973492381,S&P 400,12.0,41.0,1.0,11.0,0.9166666666666666,Stable
FNF,17.925,True,False,False,False,True,2.0,False,False,0.1818181818181818,False,0.6001660731596457,S&P 400,5.0,14.0,1.0,11.0,2.2,Slight Decrease
FORM,85.12142857142857,True,False,False,True,True,10.0,False,False,0.375,False,0.5623351446188083,S&P 600,5.0,18.0,1.0,8.0,1.6,Stable
FORR,94.02142857142856,True,False,False,False,False,24.0,False,False,0.25,False,0.3767701612564367,S&P 600,3.0,11.0,1.0,8.0,2.6666666666666665,Moderate Decrease
FOXA,92.47857142857144,True,False,False,False,False,5.0,False,False,0.1428571428571428,False,0.796311640173813,S&P 500,3.0,8.0,1.0,7.0,2.3333333333333335,Moderate Decrease
FOXF,35.99166666666667,True,False,False,False,True,5.0,False,False,0.2857142857142857,False,0.410116318288409,S&P 400,4.0,8.0,1.0,7.0,1.75,Moderate Decrease
FSLR,44.14523809523809,True,True,True,False,True,8.0,False,False,0.25,False,0.5660857389596289,S&P 500,5.0,17.0,1.0,12.0,2.4,Slight Decrease
FSS,64.65198412698413,True,False,False,True,True,8.0,False,False,0.2857142857142857,True,0.410116318288409,S&P 600,6.0,27.0,1.0,7.0,1.1666666666666667,Moderate Increase
FTDR,83.71071428571429,True,False,True,False,True,2.0,False,False,0.2857142857142857,False,0.9556998911125344,S&P 600,3.0,9.0,1.0,7.0,2.3333333333333335,Moderate Increase
FTNT,74.20142857142858,True,True,False,False,False,11.0,False,False,0.25,False,0.6615632381579821,S&P 500,6.0,16.0,1.0,8.0,1.3333333333333333,Slight Decrease
FTV,82.08928571428572,True,False,False,False,False,8.0,False,False,0.3333333333333333,False,1.1490596969706202,S&P 500,4.0,13.0,1.0,9.0,2.25,Moderate Decrease
FUL,37.94166666666666,True,False,True,False,True,2.0,False,False,0.4444444444444444,False,0.3488320958430319,S&P 600,5.0,28.0,1.0,9.0,1.8,Slight Decrease
FULT,27.31875,True,False,False,False,True,0.0,False,False,0.3636363636363636,False,0.5859526183035508,S&P 600,9.0,48.0,1.0,11.0,1.2222222222222223,Stable
FWRD,58.39642857142857,True,False,False,True,True,0.0,False,False,0.3333333333333333,False,0.9830877585747856,S&P 600,6.0,28.0,1.0,12.0,2.0,Stable
FYBR,58.85164835164835,True,False,False,False,False,3.0,False,False,0.4444444444444444,False,1.002718264517516,S&P 400,4.0,7.0,1.0,9.0,2.25,Moderate Decrease
GATX,51.32261904761905,True,True,True,False,True,2.0,False,False,0.25,False,0.3767701612564367,S&P 400,5.0,22.0,1.0,8.0,1.6,Slight Decrease
GBCI,30.450000000000003,True,False,False,False,True,7.0,False,False,0.3,False,0.3250829733914482,S&P 400,6.0,21.0,1.0,10.0,1.6666666666666667,Slight Decrease
GBX,41.875,True,True,False,False,True,2.0,False,False,0.3636363636363636,False,0.8855741515766717,S&P 600,3.0,17.0,1.0,11.0,3.6666666666666665,Moderate Increase
GCI,29.2,True,False,False,False,False,5.0,False,False,0.4444444444444444,False,0.6837389058487535,S&P 600,8.0,20.0,1.0,9.0,1.125,Slight Decrease
GCO,74.80714285714285,True,False,True,False,True,4.0,False,False,0.4444444444444444,False,1.002718264517516,S&P 600,5.0,26.0,1.0,9.0,1.8,Moderate Decrease
GD,51.267857142857146,True,False,True,False,True,11.0,False,False,0.2307692307692307,True,0.5359610497090694,S&P 500,10.0,32.0,1.0,13.0,1.3,Slight Decrease
GDDY,40.99880952380953,True,False,True,False,False,5.0,False,False,0.375,False,0.9002560512685369,S&P 400,5.0,13.0,1.0,8.0,1.6,Slight Decrease
GDEN,33.375,True,False,False,False,False,5.0,False,False,0.1666666666666666,False,0.4505612088663046,S&P 600,4.0,12.0,1.0,6.0,1.5,Moderate Decrease
GDOT,32.875,True,True,True,False,True,2.0,False,False,0.1111111111111111,False,0.6837389058487535,S&P 600,4.0,20.0,1.0,9.0,2.25,Slight Decrease
GE,70.93035714285715,True,False,True,False,True,6.0,False,False,0.4,False,0.3250829733914482,S&P 500,14.0,52.0,1.0,10.0,0.7142857142857143,Slight Decrease
GEN,43.26192307692307,True,False,True,False,True,0.0,False,False,0.4,False,0.9404479886553264,S&P 500,8.0,49.0,1.0,10.0,1.25,Stable
GEO,43.48392857142858,True,True,False,False,True,0.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 600,12.0,24.0,1.0,9.0,0.75,Stable
GFF,81.33571428571429,True,False,True,False,True,6.0,False,False,0.2307692307692307,False,0.937155853065701,S&P 600,8.0,27.0,1.0,13.0,1.625,Slight Decrease
GHC,55.59285714285714,True,False,False,False,True,9.0,False,False,0.3333333333333333,False,0.5297061990576545,S&P 400,4.0,27.0,1.0,9.0,2.25,Moderate Decrease
GILD,92.1107142857143,True,False,False,True,True,0.0,False,False,0.3333333333333333,False,1.1490596969706202,S&P 500,7.0,22.0,1.0,9.0,1.2857142857142858,Stable
GIS,92.1107142857143,True,False,False,True,True,0.0,False,False,0.5454545454545454,False,0.9075352941050092,S&P 500,11.0,55.0,1.0,11.0,1.0,Stable
