ticker,company_name,directorid,directorname,rolename,datestartrole,dateendrole,qualification,valid_start,valid_end,university,uniscoreavg
ANET,Arista Networks,140166.0,Pam Reeve,President/CEO,2003-07-11,2004-08-02 00:00:00.000000,BA (Hons),2003.0,2004.0,University of Georgia,35.79375
ANET,Arista Networks,337426.0,Doctor Brian Boyle,Chairman/CEO,1990-01-01,1993-01-01 00:00:00.000000,BS,1990.0,1993.0,Massachusetts Institute of Technology,93.44615384615385
ANET,Arista Networks,140166.0,Pam Reeve,CEO,2002-04-01,2003-07-11 00:00:00.000000,MBA (Hons),2002.0,2003.0,Harvard University,93.73076923076923
ANET,Arista Networks,337426.0,Doctor Brian Boyle,Chairman/CEO,1990-01-01,1993-01-01 00:00:00.000000,MS,1990.0,1993.0,Massachusetts Institute of Technology,93.44615384615385
ANET,Arista Networks,140166.0,Pam Reeve,President/CEO,2003-07-11,2004-08-02 00:00:00.000000,MBA (Hons),2003.0,2004.0,Harvard University,93.73076923076923
AJG,Arthur J. Gallagher & Co.,81627.0,Pat Gallagher Jr,Chairman/CEO,2024-01-01,2024-02-24 19:51:12.077660,BA,2024.0,2024.0,New York University,75.78461538461539
AJG,Arthur J. Gallagher & Co.,81607.0,Robert Gallagher,CEO,1963-01-01,1990-01-01 00:00:00.000000,Degree,1963.0,1990.0,New York University,75.78461538461539
AJG,Arthur J. Gallagher & Co.,81607.0,Robert Gallagher,Chairman/CEO,1990-01-01,1994-01-01 00:00:00.000000,Degree,1990.0,1994.0,New York University,75.78461538461539
AJG,Arthur J. Gallagher & Co.,81627.0,Pat Gallagher Jr,Chairman/President/CEO,2006-10-19,2024-01-01 00:00:00.000000,BA,2006.0,2024.0,New York University,75.78461538461539
AJG,Arthur J. Gallagher & Co.,81627.0,Pat Gallagher Jr,President/CEO,1995-01-01,2006-10-19 00:00:00.000000,BA,1995.0,2006.0,New York University,75.78461538461539
AIZ,Assurant,335747.0,J Clayton,Interim President/CEO,2007-07-18,2008-01-28 00:00:00.000000,Degree,2007.0,2008.0,Georgia State University,35.4625
AIZ,Assurant,335875.0,Rob Pollock,CEO,2014-09-16,2014-12-31 00:00:00.000000,BBA,2014.0,2014.0,University of Wisconsin,67.0
AIZ,Assurant,853893.0,Alan Colberg,President/CEO,2015-01-01,2021-05-18 00:00:00.000000,MBA,2015.0,2021.0,Harvard University,93.73076923076923
AIZ,Assurant,853893.0,Alan Colberg,CEO,2021-05-18,2021-12-31 00:00:00.000000,MBA,2021.0,2021.0,Harvard University,93.73076923076923
AIZ,Assurant,335875.0,Rob Pollock,President/CEO,2008-01-28,2014-09-16 00:00:00.000000,BBA,2008.0,2014.0,University of Wisconsin,67.0
AIZ,Assurant,1449988.0,Keith Demmings,President/CEO,2022-01-01,2024-02-24 19:51:12.077660,BCom,2022.0,2024.0,University of Victoria,41.90833333333333
AIZ,Assurant,853893.0,Alan Colberg,CEO,2021-05-18,2021-12-31 00:00:00.000000,BSBA (Hons),2021.0,2021.0,University of Pennsylvania,85.97692307692309
AIZ,Assurant,335747.0,J Clayton,President/CEO,2000-05-01,2005-06-21 00:00:00.000000,MBA,2000.0,2005.0,Harvard University,93.73076923076923
AIZ,Assurant,335747.0,J Clayton,Interim President/CEO,2007-07-18,2008-01-28 00:00:00.000000,MBA,2007.0,2008.0,Harvard University,93.73076923076923
AIZ,Assurant,853893.0,Alan Colberg,President/CEO,2015-01-01,2021-05-18 00:00:00.000000,BSBA (Hons),2015.0,2021.0,University of Pennsylvania,85.97692307692309
AIZ,Assurant,335747.0,J Clayton,CEO,2005-06-21,2006-03-17 00:00:00.000000,MBA,2005.0,2006.0,Harvard University,93.73076923076923
AIZ,Assurant,335747.0,J Clayton,CEO,2005-06-21,2006-03-17 00:00:00.000000,Degree,2005.0,2006.0,Georgia State University,35.4625
AIZ,Assurant,335747.0,J Clayton,President/CEO,2000-05-01,2005-06-21 00:00:00.000000,Degree,2000.0,2005.0,Georgia State University,35.4625
T,AT&T,33072.0,Randall Stephenson Jr,Chairman/CEO,2019-10-01,2020-07-01 00:00:00.000000,BS,2019.0,2020.0,AGH University of Science and Technology,17.925
T,AT&T,336808.0,Darren Entwistle,President/CEO,2000-07-10,2014-05-08 00:00:00.000000,Doctorate,2000.0,2014.0,University of Victoria,41.90833333333333
T,AT&T,641029.0,Helmut Neldner,President/CEO,1990-01-01,1994-01-01 00:00:00.000000,Advanced Management Program,1990.0,1994.0,Harvard University,93.73076923076923
T,AT&T,33069.0,Ray Wilkins Jr,Group President/CEO,2007-06-01,2008-10-01 00:00:00.000000,BA,2007.0,2008.0,University of Texas at Austin,73.39166666666667
T,AT&T,336808.0,Darren Entwistle,President/CEO,2015-08-10,2024-02-24 19:51:12.077660,Diploma,2015.0,2024.0,University of Toronto,83.32307692307693
T,AT&T,336808.0,Darren Entwistle,President/CEO,2015-08-10,2024-02-24 19:51:12.077660,Doctorate,2015.0,2024.0,University of Alberta,56.638461538461534
T,AT&T,336808.0,Darren Entwistle,President/CEO,2015-08-10,2024-02-24 19:51:12.077660,Doctorate,2015.0,2024.0,McGill University,73.0
T,AT&T,335348.0,Brian Canfield,Interim President/CEO,1999-09-01,2000-07-10 00:00:00.000000,Attended,1999.0,2000.0,Ahvaz Jundishapur University of Medical Sciences (AJUMS),35.775000000000006
T,AT&T,33069.0,Ray Wilkins Jr,Group President/CEO,2007-06-01,2008-10-01 00:00:00.000000,Executive Management Program,2007.0,2008.0,University of Pittsburgh-Pittsburgh campus,59.95384615384615
T,AT&T,336808.0,Darren Entwistle,President/CEO,2015-08-10,2024-02-24 19:51:12.077660,MBA,2015.0,2024.0,McGill University,73.0
T,AT&T,33072.0,Randall Stephenson Jr,Chairman/CEO,2019-10-01,2020-07-01 00:00:00.000000,Masters Degree,2019.0,2020.0,University of Oklahoma,38.63333333333333
T,AT&T,203845.0,George Petty,President/CEO,1994-11-01,1999-09-01 00:00:00.000000,BS,1994.0,1999.0,New Mexico State University (Main campus),27.15
T,AT&T,335348.0,Brian Canfield,Interim President/CEO,1999-09-01,2000-07-10 00:00:00.000000,Attended,1999.0,2000.0,American University of Beirut,35.66875
T,AT&T,336845.0,Joe Natale,President/CEO,2014-05-08,2015-08-10 00:00:00.000000,BASc (Hons),2014.0,2015.0,University of Waterloo,51.7
T,AT&T,32570.0,Ed Whitacre Jr,Chairman/CEO,1990-01-01,2007-06-03 00:00:00.000000,BSc,1990.0,2007.0,Texas Tech University,27.16875
T,AT&T,336808.0,Darren Entwistle,President/CEO,2000-07-10,2014-05-08 00:00:00.000000,Doctorate,2000.0,2014.0,McGill University,73.0
T,AT&T,33072.0,Randall Stephenson Jr,Chairman/President/CEO,2007-06-04,2019-10-01 00:00:00.000000,Masters Degree,2007.0,2019.0,University of Oklahoma,38.63333333333333
T,AT&T,336808.0,Darren Entwistle,President/CEO,2000-07-10,2014-05-08 00:00:00.000000,Doctorate,2000.0,2014.0,Concordia University,28.6375
T,AT&T,336808.0,Darren Entwistle,President/CEO,2000-07-10,2014-05-08 00:00:00.000000,BBA (Hons),2000.0,2014.0,American University of Beirut,35.66875
T,AT&T,336808.0,Darren Entwistle,President/CEO,2000-07-10,2014-05-08 00:00:00.000000,Diploma,2000.0,2014.0,University of Toronto,83.32307692307693
T,AT&T,204331.0,John Stankey,President/CEO,2020-07-01,2024-02-24 19:51:12.077660,BS,2020.0,2024.0,Aalborg University,44.83125
T,AT&T,336808.0,Darren Entwistle,President/CEO,2000-07-10,2014-05-08 00:00:00.000000,MBA,2000.0,2014.0,McGill University,73.0
T,AT&T,336808.0,Darren Entwistle,President/CEO,2015-08-10,2024-02-24 19:51:12.077660,Doctorate,2015.0,2024.0,Concordia University,28.6375
T,AT&T,336808.0,Darren Entwistle,President/CEO,2000-07-10,2014-05-08 00:00:00.000000,Bachelor's Degree (Hons),2000.0,2014.0,Concordia University,28.6375
T,AT&T,336808.0,Darren Entwistle,President/CEO,2015-08-10,2024-02-24 19:51:12.077660,Doctorate,2015.0,2024.0,University of Victoria,41.90833333333333
T,AT&T,203845.0,George Petty,President/CEO,1994-11-01,1999-09-01 00:00:00.000000,Advanced Management Program,1994.0,1999.0,Harvard University,93.73076923076923
T,AT&T,335348.0,Brian Canfield,Interim President/CEO,1999-09-01,2000-07-10 00:00:00.000000,Fellow,1999.0,2000.0,Colorado School of Mines,41.91818181818182
T,AT&T,33072.0,Randall Stephenson Jr,Chairman/President/CEO,2007-06-04,2019-10-01 00:00:00.000000,BS,2007.0,2019.0,AGH University of Science and Technology,17.925
T,AT&T,336808.0,Darren Entwistle,President/CEO,2000-07-10,2014-05-08 00:00:00.000000,Doctorate,2000.0,2014.0,University of Alberta,56.638461538461534
T,AT&T,336808.0,Darren Entwistle,President/CEO,2015-08-10,2024-02-24 19:51:12.077660,BBA (Hons),2015.0,2024.0,American University of Beirut,35.66875
T,AT&T,641029.0,Helmut Neldner,President/CEO,1990-01-01,1994-01-01 00:00:00.000000,BComm,1990.0,1994.0,University of Alberta,56.638461538461534
T,AT&T,204331.0,John Stankey,President/CEO,2020-07-01,2024-02-24 19:51:12.077660,MBA,2020.0,2024.0,"University of California, Los Angeles",86.56923076923077
T,AT&T,336808.0,Darren Entwistle,President/CEO,2015-08-10,2024-02-24 19:51:12.077660,Bachelor's Degree (Hons),2015.0,2024.0,Concordia University,28.6375
ATO,Atmos Energy,328716.0,Kim Cocklin,President/CEO,2010-10-01,2015-10-01 00:00:00.000000,JD,2010.0,2015.0,Auburn University,26.91875
ATO,Atmos Energy,328716.0,Kim Cocklin,President/CEO,2010-10-01,2015-10-01 00:00:00.000000,Masters Degree,2010.0,2015.0,Michigan State University,59.62307692307692
ATO,Atmos Energy,328716.0,Kim Cocklin,President/CEO,2010-10-01,2015-10-01 00:00:00.000000,BS,2010.0,2015.0,Michigan State University,59.62307692307692
ATO,Atmos Energy,181561.0,Bob Best,Chairman/President/CEO,1997-03-08,2008-10-01 00:00:00.000000,BS,1997.0,2008.0,Indiana University,50.38461538461539
ATO,Atmos Energy,621137.0,Mike Haefner,President/CEO,2017-10-01,2019-09-30 00:00:00.000000,BS (summa Cum Laude),2017.0,2019.0,Boston College,48.09615384615385
ATO,Atmos Energy,328716.0,Kim Cocklin,CEO,2015-10-01,2017-10-01 00:00:00.000000,BS,2015.0,2017.0,Michigan State University,59.62307692307692
ATO,Atmos Energy,181561.0,Bob Best,Chairman/President/CEO,1997-03-08,2008-10-01 00:00:00.000000,JD,1997.0,2008.0,Indiana University,50.38461538461539
ATO,Atmos Energy,181561.0,Bob Best,Chairman/CEO,2008-10-01,2010-09-30 00:00:00.000000,BS,2008.0,2010.0,Indiana University,50.38461538461539
ATO,Atmos Energy,181561.0,Bob Best,Chairman/CEO,2008-10-01,2010-09-30 00:00:00.000000,JD,2008.0,2010.0,Indiana University,50.38461538461539
ATO,Atmos Energy,328716.0,Kim Cocklin,CEO,2015-10-01,2017-10-01 00:00:00.000000,JD,2015.0,2017.0,Auburn University,26.91875
ATO,Atmos Energy,806085.0,John Akers,President/CEO,2019-10-01,2024-02-24 19:51:12.077660,BS,2019.0,2024.0,The University of Alabama,36.85
ATO,Atmos Energy,621137.0,Mike Haefner,President/CEO,2017-10-01,2019-09-30 00:00:00.000000,MS,2017.0,2019.0,University at Buffalo,43.32272727272727
ATO,Atmos Energy,181614.0,Charlie Vaughan,Chairman/CEO,1993-03-01,1994-06-01 00:00:00.000000,,1993.0,1994.0,Centrale Nantes,40.33
ATO,Atmos Energy,181614.0,Charlie Vaughan,Chairman/President/CEO,1983-10-18,1993-03-01 00:00:00.000000,,1983.0,1993.0,Centrale Nantes,40.33
ATO,Atmos Energy,328716.0,Kim Cocklin,CEO,2015-10-01,2017-10-01 00:00:00.000000,Masters Degree,2015.0,2017.0,Michigan State University,59.62307692307692
ADSK,Autodesk,207884.0,Carl Bass,President/CEO,2006-05-01,2008-08-14 00:00:00.000000,BS,2006.0,2008.0,New York University,75.78461538461539
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1999-01-01,2006-04-30 00:00:00.000000,MBA,1999.0,2006.0,University of Wisconsin,67.0
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1999-01-01,2006-04-30 00:00:00.000000,Doctor of Humane Letters,1999.0,2006.0,New Jersey Institute of Technology,31.15
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1992-05-01,1996-09-01 00:00:00.000000,Doctor of Humane Letters,1992.0,1996.0,New Jersey Institute of Technology,31.15
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1992-05-01,1996-09-01 00:00:00.000000,MBA,1992.0,1996.0,University of Wisconsin,67.0
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/CEO,1996-09-01,1999-01-01 00:00:00.000000,BA (Hons),1996.0,1999.0,University of Wisconsin,67.0
ADSK,Autodesk,542274.0,Amar Hanspal,Senior VP/Chief Product Officer/Interim Co-CEO,2017-02-08,2017-06-19 00:00:00.000000,Attended,2017.0,2017.0,Stanford University,94.06923076923077
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO,2017-06-19,2021-01-19 00:00:00.000000,PhD,2017.0,2021.0,Stanford University,94.06923076923077
ADSK,Autodesk,542274.0,Amar Hanspal,Senior VP/Chief Product Officer/Interim Co-CEO,2017-02-08,2017-06-19 00:00:00.000000,MS,2017.0,2017.0,Aalborg University,44.83125
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO,2021-03-08,2024-02-24 19:51:12.077660,PhD,2021.0,2024.0,Stanford University,94.06923076923077
ADSK,Autodesk,542274.0,Amar Hanspal,Senior VP/Chief Product Officer/Interim Co-CEO,2017-02-08,2017-06-19 00:00:00.000000,Bachelor's Degree,2017.0,2017.0,University of Mumbai,20.0375
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO,2021-03-08,2024-02-24 19:51:12.077660,BS,2021.0,2024.0,"California State University, Long Beach",11.35
ADSK,Autodesk,207884.0,Carl Bass,President/CEO/Interim CFO,2014-07-24,2014-11-01 00:00:00.000000,BS,2014.0,2014.0,New York University,75.78461538461539
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO/Interim CFO,2021-01-19,2021-03-08 00:00:00.000000,MS,2021.0,2021.0,Stanford University,94.06923076923077
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/CEO,1996-09-01,1999-01-01 00:00:00.000000,Doctor of Letters,1996.0,1999.0,AGH University of Science and Technology,17.925
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO,2021-03-08,2024-02-24 19:51:12.077660,MS,2021.0,2024.0,Stanford University,94.06923076923077
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/CEO,1996-09-01,1999-01-01 00:00:00.000000,Doctor of Humane Letters,1996.0,1999.0,New Jersey Institute of Technology,31.15
ADSK,Autodesk,207884.0,Carl Bass,President/CEO,2009-04-27,2014-07-24 00:00:00.000000,BS,2009.0,2014.0,New York University,75.78461538461539
ADSK,Autodesk,207884.0,Carl Bass,President/CEO,2014-11-01,2017-02-08 00:00:00.000000,BS,2014.0,2017.0,New York University,75.78461538461539
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO,2017-06-19,2021-01-19 00:00:00.000000,BS,2017.0,2021.0,"California State University, Long Beach",11.35
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO/Interim CFO,2021-01-19,2021-03-08 00:00:00.000000,BS,2021.0,2021.0,"California State University, Long Beach",11.35
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1999-01-01,2006-04-30 00:00:00.000000,BA (Hons),1999.0,2006.0,University of Wisconsin,67.0
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO,2017-06-19,2021-01-19 00:00:00.000000,MS,2017.0,2021.0,Stanford University,94.06923076923077
ADSK,Autodesk,207884.0,Carl Bass,President/CEO/Interim CFO,2008-08-14,2009-04-26 00:00:00.000000,BS,2008.0,2009.0,New York University,75.78461538461539
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1992-05-01,1996-09-01 00:00:00.000000,Doctor of Science (Hons),1992.0,1996.0,Worcester Polytechnic Institute,33.410000000000004
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1992-05-01,1996-09-01 00:00:00.000000,BA (Hons),1992.0,1996.0,University of Wisconsin,67.0
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/CEO,1996-09-01,1999-01-01 00:00:00.000000,MBA,1996.0,1999.0,University of Wisconsin,67.0
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,Senior VP/Chief Marketing Officer/Interim Co-CEO,2017-02-08,2017-06-19 00:00:00.000000,BS,2017.0,2017.0,"California State University, Long Beach",11.35
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/CEO,1996-09-01,1999-01-01 00:00:00.000000,Doctor of Science (Hons),1996.0,1999.0,Worcester Polytechnic Institute,33.410000000000004
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,Senior VP/Chief Marketing Officer/Interim Co-CEO,2017-02-08,2017-06-19 00:00:00.000000,PhD,2017.0,2017.0,Stanford University,94.06923076923077
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1999-01-01,2006-04-30 00:00:00.000000,Doctor of Science (Hons),1999.0,2006.0,Worcester Polytechnic Institute,33.410000000000004
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1999-01-01,2006-04-30 00:00:00.000000,Doctor of Letters,1999.0,2006.0,AGH University of Science and Technology,17.925
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,Senior VP/Chief Marketing Officer/Interim Co-CEO,2017-02-08,2017-06-19 00:00:00.000000,MS,2017.0,2017.0,Stanford University,94.06923076923077
ADSK,Autodesk,32800.0,Carol Bartz,Chairman/President/CEO,1992-05-01,1996-09-01 00:00:00.000000,Doctor of Letters,1992.0,1996.0,AGH University of Science and Technology,17.925
ADSK,Autodesk,1203207.0,Doctor Andrew Anagnost,President/CEO/Interim CFO,2021-01-19,2021-03-08 00:00:00.000000,PhD,2021.0,2021.0,Stanford University,94.06923076923077
ADP,Automated Data Processing,745222.0,Carlos Rodriguez,President/CEO,2011-11-08,2022-01-01 00:00:00.000000,MBA,2011.0,2022.0,Harvard University,93.73076923076923
ADP,Automated Data Processing,35121.0,Josh Weston,CEO,1982-01-01,1986-04-01 00:00:00.000000,MS,1982.0,1986.0,AGH University of Science and Technology,17.925
ADP,Automated Data Processing,34223.0,Art Weinbach,Chairman/CEO,1998-04-01,2006-08-31 00:00:00.000000,MS,1998.0,2006.0,University of Pennsylvania,85.97692307692309
ADP,Automated Data Processing,35121.0,Josh Weston,CEO,1982-01-01,1986-04-01 00:00:00.000000,BS (magna Cum Laude),1982.0,1986.0,Ahvaz Jundishapur University of Medical Sciences (AJUMS),35.775000000000006
ADP,Automated Data Processing,34223.0,Art Weinbach,Chairman/CEO,1998-04-01,2006-08-31 00:00:00.000000,BS,1998.0,2006.0,University of Pennsylvania,85.97692307692309
ADP,Automated Data Processing,35098.0,Gary Butler,CEO,2011-06-01,2011-11-08 00:00:00.000000,MBA,2011.0,2011.0,University of Georgia,35.79375
ADP,Automated Data Processing,180543.0,Senator Frank Lautenberg,CEO,1975-01-01,1982-01-01 00:00:00.000000,BS,1975.0,1982.0,Columbia University,86.4076923076923
ADP,Automated Data Processing,745222.0,Carlos Rodriguez,President/CEO,2011-11-08,2022-01-01 00:00:00.000000,BA,2011.0,2022.0,Harvard University,93.73076923076923
ADP,Automated Data Processing,745222.0,Carlos Rodriguez,CEO,2022-01-01,2023-01-01 00:00:00.000000,BA,2022.0,2023.0,Harvard University,93.73076923076923
ADP,Automated Data Processing,35121.0,Josh Weston,Chairman/CEO,1986-04-01,1996-08-01 00:00:00.000000,BS (magna Cum Laude),1986.0,1996.0,Ahvaz Jundishapur University of Medical Sciences (AJUMS),35.775000000000006
ADP,Automated Data Processing,35098.0,Gary Butler,President/CEO,2006-08-31,2011-06-01 00:00:00.000000,BS,2006.0,2011.0,Georgia Institute of Technology,75.3
ADP,Automated Data Processing,35098.0,Gary Butler,President/CEO,2006-08-31,2011-06-01 00:00:00.000000,MBA,2006.0,2011.0,University of Georgia,35.79375
ADP,Automated Data Processing,1467082.0,Maria Black,President/CEO,2023-01-01,2024-02-24 19:51:12.077660,BA,2023.0,2024.0,University of Colorado Boulder,58.0
ADP,Automated Data Processing,34223.0,Art Weinbach,President/CEO,1996-08-01,1998-04-01 00:00:00.000000,BS,1996.0,1998.0,University of Pennsylvania,85.97692307692309
ADP,Automated Data Processing,35115.0,Henry Taub,Chairman/CEO,1970-01-01,1975-01-01 00:00:00.000000,BS,1970.0,1975.0,New York University,75.78461538461539
ADP,Automated Data Processing,34223.0,Art Weinbach,President/CEO,1996-08-01,1998-04-01 00:00:00.000000,MS,1996.0,1998.0,University of Pennsylvania,85.97692307692309
ADP,Automated Data Processing,745222.0,Carlos Rodriguez,CEO,2022-01-01,2023-01-01 00:00:00.000000,MBA,2022.0,2023.0,Harvard University,93.73076923076923
ADP,Automated Data Processing,35098.0,Gary Butler,CEO,2011-06-01,2011-11-08 00:00:00.000000,BS,2011.0,2011.0,Georgia Institute of Technology,75.3
ADP,Automated Data Processing,35121.0,Josh Weston,Chairman/CEO,1986-04-01,1996-08-01 00:00:00.000000,MS,1986.0,1996.0,AGH University of Science and Technology,17.925
AZO,AutoZone,49966.0,Bill Rhodes III,President/CEO,2005-03-16,2007-06-06 00:00:00.000000,BS,2005.0,2007.0,Aalborg University,44.83125
AZO,AutoZone,49966.0,Bill Rhodes III,President/CEO,2005-03-16,2007-06-06 00:00:00.000000,Certified Public Accountant,2005.0,2007.0,American University,34.95
AZO,AutoZone,49966.0,Bill Rhodes III,President/CEO,2005-03-16,2007-06-06 00:00:00.000000,MBA,2005.0,2007.0,University of Memphis,29.666666666666668
AZO,AutoZone,49966.0,Bill Rhodes III,President/CEO,2005-03-13,2005-03-16 00:00:00.000000,Certified Public Accountant,2005.0,2005.0,American University,34.95
AZO,AutoZone,49761.0,Steve Odland,Chairman/President/CEO,2001-05-13,2005-03-11 00:00:00.000000,MBA,2001.0,2005.0,Northwestern University,80.92307692307692
AZO,AutoZone,49761.0,Steve Odland,Chairman/CEO,2001-01-11,2001-05-13 00:00:00.000000,MBA,2001.0,2001.0,Northwestern University,80.92307692307692
AZO,AutoZone,49966.0,Bill Rhodes III,Chairman/President/CEO,2007-06-06,2024-01-02 00:00:00.000000,MBA,2007.0,2024.0,University of Memphis,29.666666666666668
AZO,AutoZone,49966.0,Bill Rhodes III,President/CEO,2005-03-13,2005-03-16 00:00:00.000000,BS,2005.0,2005.0,Aalborg University,44.83125
AZO,AutoZone,1628612.0,Phil Daniele III,Executive VP/CEO-Elect,2023-06-24,2023-09-18 00:00:00.000000,,2023.0,2023.0,Centrale Nantes,40.33
AZO,AutoZone,1628612.0,Phil Daniele III,President/CEO,2024-01-02,2024-02-24 19:51:12.077660,,2024.0,2024.0,Centrale Nantes,40.33
AZO,AutoZone,49966.0,Bill Rhodes III,Chairman/President/CEO,2007-06-06,2024-01-02 00:00:00.000000,Certified Public Accountant,2007.0,2024.0,American University,34.95
AZO,AutoZone,43221.0,Pitt Hyde III,Chairman/CEO,1986-05-01,1996-12-01 00:00:00.000000,Graduated,1986.0,1996.0,University of Memphis,29.666666666666668
AZO,AutoZone,1628612.0,Phil Daniele III,CEO-Elect,2023-09-18,2024-01-02 00:00:00.000000,,2023.0,2024.0,Centrale Nantes,40.33
AZO,AutoZone,49761.0,Steve Odland,Chairman/CEO,2001-01-11,2001-05-13 00:00:00.000000,BBA,2001.0,2001.0,University of Notre Dame,56.349999999999994
AZO,AutoZone,49966.0,Bill Rhodes III,President/CEO,2005-03-13,2005-03-16 00:00:00.000000,MBA,2005.0,2005.0,University of Memphis,29.666666666666668
AZO,AutoZone,49966.0,Bill Rhodes III,Chairman/President/CEO,2007-06-06,2024-01-02 00:00:00.000000,BS,2007.0,2024.0,Aalborg University,44.83125
AZO,AutoZone,43221.0,Pitt Hyde III,Chairman/CEO,1986-05-01,1996-12-01 00:00:00.000000,BS,1986.0,1996.0,University of North Carolina Wilmington,17.9625
AZO,AutoZone,49761.0,Steve Odland,Chairman/President/CEO,2001-05-13,2005-03-11 00:00:00.000000,BBA,2001.0,2005.0,University of Notre Dame,56.349999999999994
AVB,AvalonBay Communities,180121.0,Bryce Blair,President/CEO,2001-05-08,2002-01-01 00:00:00.000000,MBA,2001.0,2002.0,Harvard University,93.73076923076923
AVB,AvalonBay Communities,180157.0,Richard Michaux,Chairman/President/CEO,2000-05-01,2000-09-01 00:00:00.000000,MBA,2000.0,2000.0,University of North Carolina at Chapel Hill,69.15384615384616
AVB,AvalonBay Communities,204883.0,Tim Naughton,President/CEO,2012-01-01,2013-05-22 00:00:00.000000,MBA,2012.0,2013.0,Harvard University,93.73076923076923
AVB,AvalonBay Communities,180121.0,Bryce Blair,Chairman/President/CEO,2002-01-01,2005-02-23 00:00:00.000000,MBA,2002.0,2005.0,Harvard University,93.73076923076923
AVB,AvalonBay Communities,180157.0,Richard Michaux,Chairman/President/CEO,2000-05-01,2000-09-01 00:00:00.000000,Graduated,2000.0,2000.0,"Arab Academy for Science, Technology and Maritime Transport",18.9
AVB,AvalonBay Communities,204883.0,Tim Naughton,Chairman/President/CEO,2013-05-22,2021-02-01 00:00:00.000000,MBA,2013.0,2021.0,Harvard University,93.73076923076923
AVB,AvalonBay Communities,204883.0,Tim Naughton,Chairman/President/CEO,2013-05-22,2021-02-01 00:00:00.000000,BA (Distinction),2013.0,2021.0,University of Regina,27.087500000000002
AVB,AvalonBay Communities,204883.0,Tim Naughton,Chairman/CEO,2021-02-01,2022-01-03 00:00:00.000000,MBA,2021.0,2022.0,Harvard University,93.73076923076923
AVB,AvalonBay Communities,1192186.0,Benjamin Schall,President/CEO,2022-01-03,2024-02-24 19:51:12.077660,BA,2022.0,2024.0,Government College University Faisalabad,34.4
AVB,AvalonBay Communities,180121.0,Bryce Blair,Chairman/President/CEO,2002-01-01,2005-02-23 00:00:00.000000,BS (magna Cum Laude),2002.0,2005.0,Aalborg University,44.83125
AVB,AvalonBay Communities,180121.0,Bryce Blair,Chairman/CEO,2005-02-23,2011-12-31 00:00:00.000000,BS (magna Cum Laude),2005.0,2011.0,Aalborg University,44.83125
AVB,AvalonBay Communities,180157.0,Richard Michaux,President/CEO,1999-02-01,2000-05-01 00:00:00.000000,Graduated,1999.0,2000.0,"Arab Academy for Science, Technology and Maritime Transport",18.9
AVB,AvalonBay Communities,204883.0,Tim Naughton,President/CEO,2012-01-01,2013-05-22 00:00:00.000000,BA (Distinction),2012.0,2013.0,University of Regina,27.087500000000002
AVB,AvalonBay Communities,180121.0,Bryce Blair,Chairman/CEO,2005-02-23,2011-12-31 00:00:00.000000,MBA,2005.0,2011.0,Harvard University,93.73076923076923
AVB,AvalonBay Communities,204883.0,Tim Naughton,Chairman/CEO,2021-02-01,2022-01-03 00:00:00.000000,BA (Distinction),2021.0,2022.0,University of Regina,27.087500000000002
AVB,AvalonBay Communities,1192186.0,Benjamin Schall,President/CEO,2022-01-03,2024-02-24 19:51:12.077660,MBA,2022.0,2024.0,Harvard University,93.73076923076923
AVB,AvalonBay Communities,180157.0,Richard Michaux,CEO,1998-06-04,1999-02-01 00:00:00.000000,MBA,1998.0,1999.0,University of North Carolina at Chapel Hill,69.15384615384616
AVB,AvalonBay Communities,180121.0,Bryce Blair,President/CEO,2001-05-08,2002-01-01 00:00:00.000000,BS (magna Cum Laude),2001.0,2002.0,Aalborg University,44.83125
