ticker,uniscoreavg,bachelors,masters,mba,phd,internal_promotion,tenure,founder,is_co_ceo,female_pct,diversity_board,shannon,spindex,num_committees,dirs,over75_pct,num_meetings,avg_meetings,roachange
CROX,89.96428571428571,True,False,False,False,True,4.0,False,False,0.375,False,0.3767701612564367,S&P 400,8.0,24.0,1.0,8.0,1.0,Moderate Decrease
CRS,46.39761904761905,True,True,True,False,True,9.0,False,False,0.3636363636363636,True,0.8855741515766717,S&P 600,11.0,34.0,0.0,11.0,1.0,Moderate Increase
CRSR,38.8,True,False,False,False,False,3.0,False,False,0.3,False,0.9404479886553264,S&P 600,3.0,8.0,1.0,10.0,3.3333333333333335,Moderate Increase
CRUS,59.93571428571429,True,False,False,False,True,3.0,False,False,0.375,False,0.7356219397587946,S&P 400,5.0,17.0,1.0,8.0,1.6,Moderate Decrease
CRVL,,False,False,False,False,True,5.0,False,False,0.1666666666666666,False,0.0,S&P 600,3.0,6.0,1.0,6.0,2.0,Moderate Increase
CSCO,69.3,True,False,False,False,True,2.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 500,14.0,33.0,1.0,9.0,0.6428571428571429,Slight Increase
CSGP,92.47857142857144,True,False,False,False,True,29.0,False,False,0.25,False,0.3767701612564367,S&P 500,4.0,12.0,1.0,8.0,2.0,Slight Decrease
CSGS,55.11071428571429,True,False,True,False,True,3.0,False,False,0.3,True,1.3592367006650063,S&P 600,4.0,18.0,1.0,10.0,2.5,Slight Increase
CSL,51.06071428571428,True,False,True,False,True,4.0,False,False,0.2222222222222222,False,1.002718264517516,S&P 400,5.0,23.0,1.0,9.0,1.8,Moderate Decrease
CSR,17.925,True,False,False,True,True,1.0,False,False,0.5714285714285714,False,0.410116318288409,S&P 600,7.0,22.0,1.0,7.0,1.0,Slight Decrease
CSX,61.61071428571429,True,False,True,False,False,2.0,False,False,0.2727272727272727,True,0.6001660731596457,S&P 500,11.0,48.0,1.0,11.0,1.0,Slight Decrease
CTAS,16.883333333333336,True,False,False,False,True,3.0,False,False,0.2,False,0.3250829733914482,S&P 500,5.0,21.0,1.0,10.0,2.0,Moderate Increase
CTKB,40.63783068783069,True,True,False,True,False,3.0,False,False,0.4285714285714285,False,0.5982695885852573,S&P 600,3.0,7.0,1.0,7.0,2.3333333333333335,Moderate Decrease
CTRA,41.91818181818182,True,True,False,False,False,1.0,False,False,0.4,False,0.3250829733914482,S&P 500,11.0,33.0,1.0,10.0,0.9090909090909092,Significant Decrease
CTS,43.89,True,False,False,False,False,4.0,False,False,0.1666666666666666,True,0.4505612088663046,S&P 600,15.0,35.0,1.0,6.0,0.4,Slight Decrease
CTSH,37.105555555555554,True,True,True,False,False,1.0,False,False,0.3076923076923077,True,1.2636256721237271,S&P 500,9.0,23.0,1.0,13.0,1.4444444444444444,Slight Decrease
CTVA,42.589930555555554,True,False,True,False,False,3.0,False,False,0.3076923076923077,True,0.5359610497090694,S&P 500,5.0,15.0,1.0,13.0,2.6,Stable
CUBE,39.5,True,False,False,False,True,10.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 400,3.0,16.0,1.0,9.0,3.0,Slight Decrease
CUBI,62.78928571428572,True,False,True,False,False,11.0,False,False,0.1111111111111111,False,0.8486855577264172,S&P 600,7.0,12.0,1.0,9.0,1.2857142857142858,Slight Decrease
CUTR,35.65,True,False,False,False,True,0.0,False,False,,,,,7.0,18.0,,,,Moderate Decrease
CUZ,54.71785714285714,True,False,True,False,True,5.0,False,False,0.3333333333333333,True,0.3488320958430319,S&P 400,7.0,26.0,1.0,9.0,1.2857142857142858,Slight Decrease
CVBF,62.598412698412695,True,False,False,False,True,1.0,False,False,0.375,False,0.7356219397587946,S&P 600,5.0,18.0,1.0,8.0,1.6,Slight Increase
CVCO,51.64047619047619,True,True,True,False,True,5.0,False,False,0.2857142857142857,False,0.410116318288409,S&P 600,4.0,10.0,1.0,7.0,1.75,Significant Decrease
CVGW,,False,False,False,False,True,2.0,False,False,0.3333333333333333,True,0.6837389058487535,S&P 600,10.0,21.0,1.0,9.0,0.9,Slight Decrease
CVI,60.035714285714285,True,False,False,False,False,1.0,False,True,,,,S&P 600,6.0,35.0,1.0,6.0,1.0,Significant Increase
CVLT,50.06785714285714,True,False,True,False,False,5.0,False,False,0.3333333333333333,False,1.303092403761719,S&P 400,5.0,15.0,1.0,9.0,1.8,Moderate Increase
CVS,48.50952380952381,True,True,True,False,True,3.0,False,False,0.4545454545454545,False,1.1595888143086257,S&P 500,7.0,33.0,1.0,11.0,1.5714285714285714,Stable
CVX,58.35,True,False,False,False,True,6.0,False,False,0.5,True,0.7214636866925115,S&P 500,5.0,34.0,1.0,12.0,2.4,Moderate Decrease
CW,35.93888888888889,True,True,False,False,True,2.0,False,False,0.3,False,0.5004024235381879,S&P 400,4.0,19.0,1.0,10.0,2.5,Slight Increase
CWEN,50.99285714285714,True,False,False,False,True,8.0,False,False,0.0909090909090909,False,0.6001660731596457,S&P 600,4.0,9.0,1.0,11.0,2.75,Stable
CWK,32.208333333333336,True,False,True,False,True,1.0,False,False,0.4,False,0.8018185525433373,S&P 600,3.0,13.0,1.0,10.0,3.3333333333333335,Moderate Increase
CWT,24.75,True,True,False,False,True,1.0,False,False,0.4444444444444444,False,0.3488320958430319,S&P 600,9.0,20.0,1.0,9.0,1.0,Slight Decrease
CXW,35.65185185185185,True,False,True,False,True,15.0,False,False,0.3,False,0.639031859650177,S&P 600,6.0,19.0,1.0,10.0,1.6666666666666667,Slight Decrease
CYH,39.99285714285714,True,False,True,False,True,3.0,False,False,0.1666666666666666,False,0.7214636866925115,S&P 600,5.0,22.0,1.0,12.0,2.4,Stable
CYTK,94.18571428571428,True,False,True,False,True,17.0,False,False,0.3,False,0.3250829733914482,S&P 600,5.0,18.0,1.0,10.0,2.0,Significant Decrease
CZR,25.255555555555553,True,False,True,False,False,1.0,False,False,0.2222222222222222,True,0.0,S&P 500,17.0,48.0,1.0,9.0,0.5294117647058824,Moderate Increase
D,35.42195767195767,True,False,True,True,True,3.0,False,False,0.2727272727272727,True,0.4741393130578373,S&P 500,9.0,33.0,1.0,11.0,1.2222222222222223,Stable
DAL,24.1875,True,True,False,False,True,8.0,False,False,0.2307692307692307,False,1.1569876443452742,S&P 500,8.0,49.0,1.0,13.0,1.625,Moderate Increase
DAN,42.67277777777778,True,False,True,False,False,3.0,False,False,0.2,True,0.639031859650177,S&P 600,10.0,48.0,1.0,10.0,1.0,Moderate Increase
DAR,27.955555555555556,True,False,False,False,False,21.0,False,False,0.3,False,0.639031859650177,S&P 400,5.0,23.0,1.0,10.0,2.0,Moderate Decrease
DBI,31.385714285714283,True,False,False,False,True,1.0,False,False,0.3636363636363636,False,0.6001660731596457,S&P 600,5.0,15.0,0.0,11.0,2.2,Moderate Decrease
DBX,93.76428571428572,True,False,False,False,False,6.0,False,False,0.375,False,0.9002560512685369,S&P 400,4.0,12.0,1.0,8.0,2.0,Moderate Increase
DCI,42.93809523809524,True,False,True,False,True,7.0,False,False,0.3,False,0.9404479886553264,S&P 400,5.0,28.0,1.0,10.0,2.0,Stable
DCOM,35.65,True,False,False,False,True,1.0,False,False,0.1666666666666666,False,0.2868359830561607,S&P 600,3.0,17.0,1.0,12.0,4.0,Significant Increase
DD,51.98333333333333,True,False,False,False,True,2.0,False,False,0.3333333333333333,True,0.5660857389596289,S&P 500,12.0,50.0,1.0,12.0,1.0,Slight Decrease
DDD,50.15,True,True,False,True,False,4.0,False,False,0.2,True,1.0888999753452238,S&P 600,11.0,20.0,1.0,10.0,0.9090909090909092,Slight Decrease
DE,57.3,True,False,True,True,False,3.0,False,False,0.3636363636363636,False,0.4741393130578373,S&P 500,9.0,39.0,1.0,11.0,1.2222222222222223,Moderate Increase
DECK,81.08571428571429,True,False,False,False,True,8.0,False,False,0.4,True,1.3592367006650063,S&P 400,8.0,21.0,1.0,10.0,1.25,Moderate Increase
DEI,53.14285714285714,True,False,True,False,False,18.0,False,False,0.2727272727272727,False,1.1595888143086257,S&P 600,3.0,14.0,1.0,11.0,3.6666666666666665,Moderate Decrease
DFIN,75.05357142857143,True,False,True,False,False,8.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 600,3.0,10.0,1.0,9.0,3.0,Slight Decrease
DFS,84.275,True,False,True,False,False,0.0,False,False,0.3333333333333333,False,0.8239592165010823,S&P 500,10.0,33.0,1.0,12.0,1.2,Slight Decrease
DG,60.278571428571425,True,False,True,False,True,1.0,False,False,0.3333333333333333,False,0.8486855577264172,S&P 500,10.0,27.0,1.0,9.0,0.9,Slight Decrease
DGII,81.08571428571429,True,False,False,False,False,10.0,False,False,0.1666666666666666,False,0.8675632284814612,S&P 600,5.0,13.0,1.0,6.0,1.2,Stable
DGX,90.20714285714286,True,True,False,False,True,1.0,False,False,0.4,False,0.9404479886553264,S&P 500,9.0,26.0,1.0,10.0,1.1111111111111112,Moderate Decrease
DHI,,False,False,False,False,True,1.0,False,False,0.3333333333333333,False,0.4505612088663046,S&P 500,4.0,13.0,1.0,6.0,1.5,Moderate Decrease
DHR,61.21785714285714,True,True,False,False,True,4.0,False,False,0.2857142857142857,False,0.8953326659680909,S&P 500,8.0,21.0,1.0,14.0,1.75,Moderate Decrease
DIN,81.33571428571429,True,False,True,False,False,3.0,False,False,0.4,False,0.3250829733914482,S&P 600,6.0,19.0,1.0,10.0,1.6666666666666667,Stable
DINO,73.55384615384615,True,False,False,False,True,1.0,False,False,0.1666666666666666,False,0.9830877585747856,S&P 400,10.0,29.0,1.0,12.0,1.2,Moderate Decrease
DIOD,29.68703703703704,True,True,False,True,True,0.0,False,False,0.4285714285714285,False,0.6829081047004717,S&P 600,8.0,16.0,1.0,7.0,0.875,Moderate Decrease
DIS,16.2,True,False,False,False,True,2.0,False,False,0.4545454545454545,False,1.294545165844896,S&P 500,7.0,39.0,1.0,11.0,1.5714285714285714,Stable
DKS,,False,False,False,False,True,3.0,False,False,0.2727272727272727,False,0.7595473914748635,S&P 400,3.0,19.0,1.0,11.0,3.6666666666666665,Moderate Decrease
DLB,38.33055555555555,True,True,False,False,True,15.0,False,False,0.3333333333333333,False,1.1490596969706202,S&P 400,7.0,15.0,1.0,9.0,1.2857142857142858,Stable
DLTR,25.5,True,False,False,False,True,1.0,False,False,0.4,True,0.639031859650177,S&P 500,8.0,27.0,1.0,10.0,1.25,Slight Decrease
DLX,77.42857142857143,True,False,True,False,False,6.0,False,False,0.2222222222222222,False,0.8486855577264172,S&P 600,8.0,22.0,1.0,9.0,1.125,Stable
DNOW,,True,False,True,False,True,4.0,False,False,0.375,False,0.3767701612564367,S&P 600,4.0,10.0,1.0,8.0,2.0,Slight Increase
DOC,60.11428571428572,True,False,True,False,True,2.0,False,False,0.2222222222222222,False,0.5297061990576545,S&P 400,15.0,48.0,1.0,9.0,0.6,Moderate Decrease
DOCS,51.26346153846154,True,False,True,False,False,3.0,False,False,0.5,False,0.8675632284814612,S&P 400,3.0,6.0,1.0,6.0,2.0,Slight Increase
DORM,34.8,True,False,False,False,True,5.0,False,False,0.25,False,0.3767701612564367,S&P 600,5.0,13.0,1.0,8.0,1.6,Slight Decrease
DOUG,23.200000000000003,True,True,False,False,False,3.0,False,False,,,,,4.0,5.0,,,,Stable
DOV,49.05357142857142,True,False,True,False,True,0.0,False,False,0.2222222222222222,False,0.0,S&P 500,5.0,26.0,1.0,9.0,1.8,Stable
DOW,46.21111111111111,True,False,False,False,True,1.0,False,False,0.3333333333333333,False,0.8239592165010823,S&P 500,13.0,42.0,1.0,12.0,0.9230769230769232,Moderate Decrease
DPZ,80.12857142857143,True,False,True,False,True,2.0,False,False,0.3333333333333333,True,0.6837389058487535,S&P 500,5.0,12.0,1.0,9.0,1.8,Moderate Increase
DRH,47.81150793650794,True,False,False,True,True,5.0,False,False,0.25,False,0.7356219397587946,S&P 600,3.0,10.0,1.0,8.0,2.6666666666666665,Moderate Increase
DRI,33.824999999999996,True,False,True,False,True,2.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 500,6.0,33.0,1.0,9.0,1.5,Slight Increase
DRQ,60.05128205128205,True,True,False,True,False,30.0,False,True,0.2857142857142857,False,0.410116318288409,S&P 600,4.0,11.0,1.0,7.0,1.75,Moderate Increase
DT,94.35,True,False,True,False,False,3.0,False,False,0.25,False,0.0,S&P 400,4.0,11.0,1.0,8.0,2.0,Slight Increase
DTE,32.36875,True,False,False,False,True,2.0,False,False,0.2,False,0.5004024235381879,S&P 500,9.0,28.0,1.0,10.0,1.1111111111111112,Stable
DTM,32.36875,True,False,True,False,False,3.0,False,False,0.2857142857142857,False,0.5982695885852573,S&P 400,5.0,6.0,1.0,7.0,1.4,Slight Decrease
DUK,16.883333333333336,True,False,False,False,True,8.0,False,False,0.3571428571428571,False,0.410116318288409,S&P 500,10.0,40.0,1.0,14.0,1.4,Slight Decrease
DV,42.03192307692307,True,False,True,False,False,3.0,False,False,0.5,False,0.9404479886553264,S&P 600,5.0,18.0,1.0,10.0,2.0,Slight Increase
DVA,57.67380952380952,True,False,True,False,True,5.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 500,7.0,27.0,1.0,9.0,1.2857142857142858,Stable
DVAX,70.83571428571429,True,False,False,False,True,5.0,False,False,0.3,False,0.3250829733914482,S&P 600,4.0,17.0,1.0,10.0,2.5,Significant Decrease
DVN,32.861111111111114,True,False,False,False,False,3.0,False,False,0.3636363636363636,False,0.3046360973492381,S&P 500,9.0,31.0,1.0,11.0,1.2222222222222223,Significant Decrease
DXC,60.17857142857143,True,False,False,False,True,1.0,False,False,0.2727272727272727,False,1.1685184057430875,S&P 600,7.0,43.0,1.0,11.0,1.5714285714285714,Stable
DXCM,22.100000000000005,True,False,False,False,True,6.0,False,False,0.3,False,0.3250829733914482,S&P 500,4.0,20.0,1.0,10.0,2.5,Moderate Increase
DXPE,,False,False,False,False,True,27.0,False,False,0.1666666666666666,False,0.4505612088663046,S&P 600,4.0,8.0,1.0,6.0,1.5,Moderate Increase
DY,,False,False,False,False,True,23.0,False,False,0.375,False,0.7356219397587946,S&P 600,5.0,21.0,1.0,8.0,1.6,Moderate Increase
EA,,False,False,False,False,True,8.0,False,False,0.375,False,0.9002560512685369,S&P 500,6.0,21.0,1.0,8.0,1.3333333333333333,Slight Increase
EAT,86.33571428571429,True,False,False,False,False,2.0,False,False,0.4444444444444444,False,0.6837389058487535,S&P 600,6.0,34.0,1.0,9.0,1.5,Moderate Increase
EBAY,61.464285714285715,True,False,True,False,True,4.0,False,False,0.4444444444444444,False,0.936888307539016,S&P 500,6.0,27.0,1.0,9.0,1.5,Slight Increase
EBS,53.0989417989418,True,False,True,False,False,0.0,False,False,0.2222222222222222,False,0.8486855577264172,S&P 600,8.0,19.0,1.0,9.0,1.125,Significant Decrease
ECL,30.450000000000003,True,False,False,False,True,2.0,False,False,0.3846153846153846,False,0.4293230219306162,S&P 500,6.0,37.0,1.0,13.0,2.1666666666666665,Stable
ECPG,48.503756613756615,True,True,True,False,True,7.0,False,False,0.3333333333333333,False,0.8486855577264172,S&P 600,8.0,28.0,1.0,9.0,1.125,Moderate Decrease
ED,46.267857142857146,True,False,True,False,True,2.0,False,False,0.3636363636363636,True,0.8599672810355049,S&P 500,13.0,29.0,1.0,11.0,0.8461538461538461,Slight Decrease
EEFT,38.33055555555555,True,True,False,False,False,3.0,False,False,0.25,False,0.3767701612564367,S&P 400,4.0,12.0,1.0,8.0,2.0,Stable
EFC,59.160714285714285,True,True,False,False,False,14.0,False,False,0.2,False,0.9502705392332348,S&P 600,3.0,5.0,1.0,5.0,1.6666666666666667,Slight Decrease
EFX,35.449999999999996,True,False,False,False,True,5.0,False,False,0.4,False,0.3250829733914482,S&P 500,12.0,55.0,1.0,10.0,0.8333333333333334,Slight Decrease
EGBN,,False,False,False,False,True,0.0,False,False,0.4444444444444444,False,0.3488320958430319,S&P 600,6.0,20.0,1.0,9.0,1.5,Slight Decrease
EGHT,46.08214285714286,True,True,True,False,True,1.0,False,False,0.4285714285714285,False,0.796311640173813,S&P 600,7.0,13.0,1.0,7.0,1.0,Significant Increase
EGRX,23.325000000000003,True,False,True,False,False,4.0,False,False,0.2857142857142857,False,0.9556998911125344,S&P 600,5.0,12.0,1.0,7.0,1.4,Significant Decrease
EHAB,41.06388888888889,True,False,False,False,False,2.0,False,False,0.3846153846153846,False,0.5402041423888608,S&P 600,5.0,12.0,1.0,13.0,2.6,Moderate Decrease
EHC,38.67261904761905,True,False,True,False,True,8.0,False,False,0.3636363636363636,False,0.4741393130578373,S&P 400,7.0,19.0,1.0,11.0,1.5714285714285714,Moderate Increase
EIG,48.55,True,False,False,False,True,3.0,False,False,0.3333333333333333,False,1.002718264517516,S&P 600,13.0,19.0,1.0,9.0,0.6923076923076923,Moderate Increase
EIX,65.84285714285714,True,False,True,False,True,0.0,False,False,0.4545454545454545,False,1.0335620542068176,S&P 500,11.0,34.0,1.0,11.0,1.0,Stable
EL,30.450000000000003,True,False,False,False,True,15.0,False,False,0.4,False,0.7647544195674196,S&P 500,5.0,19.0,1.0,15.0,3.0,Moderate Decrease
ELF,82.21428571428571,True,False,True,False,False,3.0,False,False,0.6666666666666666,False,1.002718264517516,S&P 600,3.0,18.0,1.0,9.0,3.0,Significant Increase
ELV,72.63571428571429,True,False,True,False,True,7.0,False,False,0.4545454545454545,False,1.0335620542068176,S&P 500,9.0,37.0,1.0,11.0,1.2222222222222223,Stable
EMBC,26.767708333333335,True,True,True,True,False,2.0,False,False,0.3333333333333333,False,0.8486855577264172,S&P 600,4.0,7.0,1.0,9.0,2.25,Significant Decrease
EME,54.84404761904762,True,False,True,False,True,6.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 400,4.0,19.0,1.0,9.0,2.25,Moderate Increase
EMN,91.94642857142858,True,False,True,False,True,10.0,False,False,0.3333333333333333,True,0.7214636866925115,S&P 500,8.0,29.0,1.0,12.0,1.5,Slight Decrease
EMR,77.31428571428572,True,True,False,False,True,1.0,False,True,0.2727272727272727,True,0.6001660731596457,S&P 500,9.0,37.0,1.0,11.0,1.2222222222222223,Moderate Decrease
ENOV,60.98293650793651,True,False,True,False,False,1.0,False,False,0.4,False,0.9404479886553264,S&P 400,4.0,15.0,1.0,10.0,2.5,Moderate Increase
ENPH,48.277142857142856,True,True,False,False,True,7.0,False,False,0.1428571428571428,False,0.410116318288409,S&P 500,3.0,11.0,1.0,7.0,2.3333333333333335,Moderate Increase
ENR,46.058928571428574,True,False,False,True,True,3.0,False,False,0.3,False,0.8018185525433373,S&P 600,6.0,16.0,1.0,10.0,1.6666666666666667,Slight Increase
ENS,37.00192307692308,True,False,True,False,True,8.0,False,False,0.1818181818181818,False,0.7595473914748635,S&P 400,4.0,18.0,1.0,11.0,2.75,Moderate Increase
ENSG,26.275,True,False,True,False,True,5.0,False,False,0.375,False,0.7356219397587946,S&P 600,5.0,17.0,1.0,8.0,1.6,Slight Decrease
ENTA,81.82142857142858,True,False,False,True,False,11.0,False,False,0.2857142857142857,False,0.796311640173813,S&P 600,3.0,13.0,1.0,7.0,2.3333333333333335,Slight Decrease
ENV,43.38303571428571,True,True,False,False,True,4.0,False,False,0.5555555555555556,False,0.8486855577264172,S&P 600,8.0,28.0,1.0,9.0,1.125,Stable
ENVA,77.42857142857143,True,True,False,True,False,10.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 600,3.0,9.0,1.0,9.0,3.0,Slight Decrease
EOG,35.351430976430976,True,True,True,False,True,1.0,False,False,0.3333333333333333,True,0.3488320958430319,S&P 500,10.0,23.0,1.0,9.0,0.9,Slight Decrease
EPAC,86.33571428571429,True,False,True,False,False,3.0,False,False,0.2222222222222222,True,0.3488320958430319,S&P 600,6.0,22.0,1.0,9.0,1.5,Moderate Increase
EPAM,24.9375,False,True,False,False,False,12.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 500,3.0,11.0,1.0,9.0,3.0,Moderate Decrease
EPC,34.925,True,False,True,False,True,5.0,False,False,0.2,False,0.9404479886553264,S&P 600,8.0,27.0,1.0,10.0,1.25,Stable
EQH,30.450000000000003,False,True,False,False,False,6.0,False,False,0.3333333333333333,False,0.936888307539016,S&P 400,5.0,13.0,1.0,9.0,1.8,Slight Decrease
EQIX,48.55,True,False,False,False,False,5.0,False,False,0.3636363636363636,False,0.8855741515766717,S&P 500,10.0,22.0,0.0,11.0,1.1,Slight Decrease
EQT,35.65,True,False,False,False,False,5.0,False,False,0.5454545454545454,False,0.3046360973492381,S&P 500,8.0,38.0,1.0,11.0,1.375,Moderate Increase
ES,48.55,True,False,False,False,True,2.0,False,False,0.3636363636363636,False,0.8599672810355049,S&P 500,13.0,47.0,1.0,11.0,0.8461538461538461,Stable
ESAB,43.50099206349206,True,False,True,False,False,2.0,False,False,0.3,False,0.8018185525433373,S&P 400,3.0,7.0,1.0,10.0,3.3333333333333335,Slight Increase
ESE,37.785714285714285,True,False,True,False,True,1.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 600,5.0,16.0,1.0,9.0,1.8,Stable
ETD,56.605357142857144,True,False,True,False,True,36.0,False,False,0.5,True,0.8675632284814612,S&P 600,4.0,19.0,1.0,6.0,1.5,Moderate Decrease
ETN,24.1875,True,False,True,False,True,8.0,False,False,0.3,False,0.8979457248567798,S&P 500,7.0,27.0,1.0,10.0,1.4285714285714286,Stable
ETR,55.56428571428572,True,False,False,False,True,2.0,False,False,0.3333333333333333,False,0.4505612088663046,S&P 500,10.0,37.0,1.0,12.0,1.2,Stable
ETRN,30.725,True,False,False,False,True,0.0,False,False,0.375,True,0.3767701612564367,S&P 400,6.0,9.0,1.0,8.0,1.3333333333333333,Slight Increase
ETSY,49.503571428571426,True,False,True,False,True,7.0,False,False,0.4444444444444444,False,0.5297061990576545,S&P 500,4.0,12.0,1.0,9.0,2.25,Moderate Increase
EVR,44.26746031746032,True,True,False,False,False,2.0,False,True,0.3636363636363636,False,0.3046360973492381,S&P 400,6.0,21.0,1.0,11.0,1.8333333333333333,Moderate Decrease
EVRG,71.77407407407408,True,True,False,True,False,3.0,False,False,0.3636363636363636,True,0.3046360973492381,S&P 500,10.0,22.0,1.0,11.0,1.1,Slight Decrease
EVTC,69.00714285714287,True,False,True,False,True,9.0,False,False,0.2222222222222222,False,0.6869615765973234,S&P 600,4.0,14.0,1.0,9.0,2.25,Slight Decrease
EW,45.45952380952381,True,True,False,False,True,4.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 500,5.0,26.0,1.0,9.0,1.8,Slight Decrease
EWBC,33.949999999999996,True,True,False,False,False,15.0,False,False,0.3,False,1.5047882836811908,S&P 400,8.0,22.0,1.0,10.0,1.25,Stable
EXC,69.53846153846155,True,False,False,True,False,2.0,False,True,0.375,False,0.6931471805599453,S&P 500,15.0,42.0,1.0,8.0,0.5333333333333333,Slight Increase
EXEL,80.51071428571429,True,False,False,True,True,14.0,False,False,0.2727272727272727,False,0.7595473914748635,S&P 400,5.0,21.0,1.0,11.0,2.2,Significant Decrease
EXLS,29.59,True,False,True,False,True,4.0,False,False,0.2857142857142857,False,0.6829081047004717,S&P 400,4.0,18.0,1.0,7.0,1.75,Moderate Increase
EXP,40.332142857142856,True,True,True,False,True,5.0,False,False,0.2,True,0.3250829733914482,S&P 400,8.0,19.0,1.0,10.0,1.25,Moderate Increase
EXPD,34.925,False,True,False,False,True,10.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 500,4.0,15.0,1.0,9.0,2.25,Moderate Decrease
EXPE,86.33571428571429,True,False,False,False,True,4.0,False,False,0.4166666666666667,False,1.234267866079077,S&P 500,6.0,17.0,1.0,12.0,2.0,Stable
EXPI,38.63333333333333,True,False,False,False,False,5.0,False,False,0.2857142857142857,False,0.0,S&P 600,7.0,10.0,1.0,7.0,1.0,Moderate Decrease
EXPO,91.28809523809524,True,True,False,True,True,6.0,False,False,0.6666666666666666,False,0.4505612088663046,S&P 400,4.0,13.0,1.0,6.0,1.5,Slight Decrease
EXR,90.375,True,False,False,True,True,7.0,False,False,0.3,False,0.639031859650177,S&P 500,4.0,13.0,1.0,10.0,2.5,Stable
EXTR,62.44285714285715,True,False,True,False,True,0.0,False,False,0.2857142857142857,False,0.410116318288409,S&P 600,8.0,19.0,1.0,7.0,0.875,Moderate Increase
EYE,94.02142857142856,True,False,False,False,False,7.0,False,False,0.4444444444444444,False,0.6837389058487535,S&P 600,7.0,22.0,1.0,9.0,1.2857142857142858,Slight Decrease
F,71.20714285714286,True,False,True,False,True,2.0,False,False,0.2857142857142857,True,0.509137344082687,S&P 500,14.0,41.0,1.0,14.0,1.0,Slight Increase
FAF,71.37380952380953,True,False,True,True,True,2.0,False,False,0.3,False,0.3250829733914482,S&P 400,5.0,27.0,1.0,10.0,2.0,Slight Decrease
FANG,41.875,True,True,False,False,False,5.0,False,False,0.3333333333333333,True,1.002718264517516,S&P 500,5.0,8.0,1.0,9.0,1.8,Significant Decrease
FARO,67.45370370370371,True,True,False,True,False,0.0,False,True,0.375,True,0.9002560512685369,S&P 600,8.0,19.0,1.0,8.0,1.0,Slight Decrease
FAST,67.0,True,False,False,False,True,8.0,False,False,0.3,False,0.3250829733914482,S&P 500,6.0,17.0,1.0,10.0,1.6666666666666667,Stable
FBK,30.700000000000003,True,True,False,False,False,8.0,False,False,0.2727272727272727,False,0.6001660731596457,S&P 600,5.0,16.0,1.0,11.0,2.2,Slight Decrease
FBNC,60.09203296703296,True,False,False,False,True,6.0,False,False,0.25,False,0.2337916587064593,S&P 600,7.0,36.0,1.0,16.0,2.2857142857142856,Slight Decrease
FBP,26.02,True,False,False,False,True,15.0,False,False,0.3333333333333333,False,0.6365141682948128,S&P 600,13.0,31.0,1.0,9.0,0.6923076923076923,Stable
FCF,34.75535714285714,True,False,True,False,True,0.0,False,False,0.2666666666666666,False,0.2449300267946353,S&P 600,6.0,33.0,1.0,15.0,2.5,Stable
FCFS,30.450000000000003,False,True,False,False,True,6.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 400,3.0,12.0,1.0,9.0,3.0,Stable
FCN,47.37738095238095,True,False,False,True,False,10.0,False,False,0.3333333333333333,False,0.8486855577264172,S&P 400,4.0,19.0,1.0,9.0,2.25,Slight Increase
FCX,45.42142857142857,True,True,True,False,True,1.0,False,False,0.4166666666666667,False,0.5660857389596289,S&P 500,9.0,32.0,1.0,12.0,1.3333333333333333,Moderate Decrease
FDS,50.25714285714287,True,True,False,False,True,9.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 500,5.0,18.0,1.0,9.0,1.8,Slight Decrease
FDX,47.831282051282045,True,True,True,False,True,2.0,False,False,0.3076923076923077,False,0.6870920273799715,S&P 500,9.0,33.0,1.0,13.0,1.4444444444444444,Slight Decrease
FE,68.89285714285714,True,False,True,False,False,1.0,False,False,0.2727272727272727,True,0.6554817739013927,S&P 500,12.0,61.0,1.0,11.0,0.9166666666666666,Stable
FELE,67.86904761904762,True,True,True,False,True,9.0,False,False,0.25,False,0.5623351446188083,S&P 600,4.0,18.0,1.0,9.0,2.25,Slight Decrease
FF,36.894444444444446,True,False,False,False,True,1.0,False,False,0.1111111111111111,False,0.5297061990576545,S&P 600,6.0,19.0,1.0,9.0,1.5,Moderate Decrease
FFBC,28.58425925925926,True,True,True,False,False,6.0,False,False,0.3333333333333333,True,0.4505612088663046,S&P 600,14.0,31.0,1.0,12.0,0.8571428571428571,Stable
FFIN,29.48888888888889,True,False,False,False,True,16.0,False,False,0.1818181818181818,False,0.8855741515766717,S&P 400,9.0,26.0,1.0,11.0,1.2222222222222223,Slight Decrease
FFIV,55.50625,True,True,True,False,False,7.0,False,False,0.2727272727272727,False,1.0335620542068176,S&P 500,6.0,23.0,1.0,11.0,1.8333333333333333,Slight Increase
